angle_error,pixel_error,pred_px,pred_py,true_px,true_py,head_yaw,head_pitch,session_id,user_id
1.9571476507597123,594.4264044818547,772.8009916117646,26.416701988532804,1013.2021089630932,570.0618556701031,1.1870615685924026,162.30561591313878,S20260109_211438_DEVLAPTOP-KM5G621T_CAM0_Gglass,27
2.4226894732982616,588.8066718167286,770.0617824689095,33.80065214313304,1013.2021089630932,570.0618556701031,-0.6136472220714495,157.3761933434347,S20260109_211438_DEVLAPTOP-KM5G621T_CAM0_Gglass,27
2.3795680857651176,594.0818545717847,769.3596640641568,28.329346033511168,1013.2021089630932,570.0618556701031,5.463654319151788,-110.05690663207344,S20260109_211438_DEVLAPTOP-KM5G621T_CAM0_Gglass,27
7.082551550732054,849.0130585976931,754.2534689787935,26.40511138771151,1259.7539543057997,708.5285848172447,9.843380349202008,-108.46457030185576,S20260109_211438_DEVLAPTOP-KM5G621T_CAM0_Gglass,27
7.432629966376327,852.5702880194526,752.0772627419054,23.590286241153194,1259.7539543057997,708.5285848172447,5.675621729541606,-109.10108543279,S20260109_211438_DEVLAPTOP-KM5G621T_CAM0_Gglass,27
4.14307157268212,838.2021790733552,791.3213532957398,13.435935370948988,1259.7539543057997,708.5285848172447,6.703984870177695,-108.11228669672492,S20260109_211438_DEVLAPTOP-KM5G621T_CAM0_Gglass,27
2.442963745003012,825.1036301657887,794.1166080818923,27.369379994818733,1259.7539543057997,708.5285848172447,7.508451658892971,-107.39574655439031,S20260109_211438_DEVLAPTOP-KM5G621T_CAM0_Gglass,27
2.2250156412614492,823.2111652138034,792.3836346991295,30.8549119602959,1259.7539543057997,708.5285848172447,8.273353565256587,-107.58935251545942,S20260109_211438_DEVLAPTOP-KM5G621T_CAM0_Gglass,27
5.337517246926985,838.7690703343881,766.9784611358378,29.775414157457167,1259.7539543057997,708.5285848172447,6.634600377893635,-108.58711599534234,S20260109_211438_DEVLAPTOP-KM5G621T_CAM0_Gglass,27
4.667533414043373,837.8121336057019,773.5774387129425,26.207863379791448,1259.7539543057997,708.5285848172447,5.590798322739216,-107.68096373771262,S20260109_211438_DEVLAPTOP-KM5G621T_CAM0_Gglass,27
3.791785426336746,531.0055240214249,741.2049566354888,39.71027360277107,767.5500878734622,570.0618556701031,5.945930076055091,-109.3429801401219,S20260109_211438_DEVLAPTOP-KM5G621T_CAM0_Gglass,27
3.383966161189774,524.017997594326,751.2055078488503,46.29882098114568,767.5500878734622,570.0618556701031,6.728474561995052,-108.13482003622823,S20260109_211438_DEVLAPTOP-KM5G621T_CAM0_Gglass,27
2.9051511095481217,522.1116969166352,762.5255143139226,47.974336457363215,767.5500878734622,570.0618556701031,4.97706348473647,-107.19681977519778,S20260109_211438_DEVLAPTOP-KM5G621T_CAM0_Gglass,27
3.227799187888191,518.9800647886265,769.0248207116149,51.08388618482433,767.5500878734622,570.0618556701031,5.072737065014276,-106.93418830803888,S20260109_211438_DEVLAPTOP-KM5G621T_CAM0_Gglass,27
3.137249949052524,520.2246080673749,763.1926056811251,49.8554973969681,767.5500878734622,570.0618556701031,4.514541325668656,-106.32074395892968,S20260109_211438_DEVLAPTOP-KM5G621T_CAM0_Gglass,27
3.2492595556349206,520.1816330093376,760.0893198620299,49.93372889657365,767.5500878734622,570.0618556701031,4.346348269503681,-106.6400926486222,S20260109_211438_DEVLAPTOP-KM5G621T_CAM0_Gglass,27
3.9989005131929463,519.359139529373,749.9951041051582,50.999491057154884,767.5500878734622,570.0618556701031,5.6300342923685465,-105.83978442852772,S20260109_211438_DEVLAPTOP-KM5G621T_CAM0_Gglass,27
3.3409955789022208,518.713446625512,764.7681190192919,51.355869239049575,767.5500878734622,570.0618556701031,5.733873826673245,-105.61655533849894,S20260109_211438_DEVLAPTOP-KM5G621T_CAM0_Gglass,27
3.991744380164378,559.1611000176047,731.5436902514251,51.68954898910242,521.8980667838313,570.0618556701031,4.62021818693706,-105.59188063535537,S20260109_211438_DEVLAPTOP-KM5G621T_CAM0_Gglass,27
