epoch,train_loss,val_loss,val_pixel_error_px
1,0.033378,0.025867,458.6467
2,0.027659,0.027158,462.1328
3,0.025680,0.026878,459.6766
4,0.022875,0.024030,446.0695
5,0.019331,0.023838,425.3303
6,0.017513,0.020097,401.1604
7,0.015595,0.018656,387.4120
8,0.014174,0.021254,410.8433
9,0.012391,0.018240,382.9865
10,0.011505,0.018230,377.9806
