epoch,train_loss,val_loss,val_pixel_error_px
1,0.036813,0.025524,453.9214
2,0.030909,0.025397,453.5954
3,0.029846,0.025362,452.4681
4,0.029095,0.024830,451.2921
5,0.026087,0.023680,441.1416
6,0.024081,0.022130,425.9264
7,0.021400,0.023811,429.7088
8,0.018914,0.022066,419.7333
9,0.017127,0.022272,411.1430
10,0.015803,0.019933,396.0951
